Source,Target,Weight
Leedon Park,One Tree Hill,4
Sembawang East,Toh Tuck,1
Tampines North,Istana Negara,1
Loyang East,National University of S'pore,3
Leedon Park,Lorong Ah Soo,8
Alexandra North,Boon Keng,2
Samulun,Kebun Bahru,3
Bukit Batok West,Punggol Town Centre,1
Seletar Hills,Faber,3
Senoko North,Tyersall,6
Clementi North,Pasir Ris West,3
Guilin,Goodwood Park,2
Defu Industrial Park,Pearl's Hill,7
Joo Koon,Turf Club,6
Frankel,Sennett,13
Woodlands Regional Centre,Waterway East,9
Keat Hong,Pasir Ris Drive,2
Serangoon North Ind Estate,Tuas View,2
Bras Basah,Bencoolen,1
Yunnan,Central Subzone,10
Boon Keng,Kent Ridge,8
Sembawang Springs,Pasir Ris Drive,2
Marina Centre,Nee Soon,5
China Square,Woodlands South,4
Kim Keat,International Business Park,3
Loyang West,Sungei Road,1
Trafalgar,Queensway,3
The Wharves,Mackenzie,5
One Tree Hill,Defu Industrial Park,1
Ghim Moh,Boon Keng,7
Compassvale,Newton Circus,5
Pasir Ris Drive,Townsville,5
Waterway East,Yio Chu Kang North,2
Kovan,Mandai West,1
Mandai East,Lorong Ah Soo,7
Lorong 8 Toa Payoh,Kian Teck,7
Tanjong Rhu,Sembawang East,1
Shipyard,Guilin,6
Matilda,Tanglin Halt,4
Flora Drive,Clementi North,1
Anchorvale,Pasir Panjang 1,2
Clementi West,Matilda,7
Pasir Ris Drive,Leedon Park,4
Woodlands South,Lakeside,6
Penjuru Crescent,Woodlands South,8
Straits View,Margaret Drive,1
Jurong Port,International Business Park,4
Jurong River,Pasir Ris Park,1
Hougang West,International Business Park,1
Potong Pasir,International Business Park,6
Hong Kah,Siglap,2
Orange Grove,Kaki Bukit,7
Sembawang Central,Monk's Hill,1
Paya Lebar East,Senoko South,4
Institution Hill,Boon Lay Place,2
Clementi West,Senoko West,3
Cecil,Paterson,3
Kranji,Yio Chu Kang North,1
Mandai West,Yio Chu Kang West,1
International Business Park,Ulu Pandan,5
Oxley,Waterway East,3
Sengkang Town Centre,Tengeh,2
Fernvale,Pang Sua,2
Rivervale,Ulu Pandan,2
Marymount,Maxwell,1
Sengkang Town Centre,Sunset Way,2
Bukit Ho Swee,Reservoir View,2
Liu Fang,Pasir Ris West,1
Benoi Sector,Dhoby Ghaut,2
Kampong Ubi,Lorong Halus North,4
Depot Road,Sembawang North,2
Straits View,Kampong Bugis,1
Straits View,Seletar Aerospace Park,1
Malcolm,Oxley,1
Telok Blangah Drive,Kim Keat,5
Senoko South,Flora Drive,1
Loyang East,One North,3
Nature Reserve,Punggol Town Centre,1
Ghim Moh,Nee Soon,2
Penjuru Crescent,Moulmein,2
Sunset Way,Dairy Farm,1
Mandai East,Mackenzie,1
Pasir Panjang 1,Brickworks,1
Cairnhill,International Business Park,3
Pang Sua,Dhoby Ghaut,1
Senoko North,Commonwealth,1
Bedok Reservoir,Peng Siang,1
Coronation Road,Lakeside,1
Marina East (MP),Lower Seletar,1
Ulu Pandan,Senoko West,3
Sennett,Bukit Batok South,2
Sembawang Hills,Marina Centre,2
Maxwell,Tanjong Pagar,1
Monk's Hill,Flora Drive,1
Woodleigh,Cecil,1
Safti,Kovan,1
Toh Tuck,Sembawang East,2
Lakeside,Potong Pasir,1
Waterway East,Straits View,1
Khatib,Loyang East,1
Tengeh,Yio Chu Kang East,1
Tyersall,Senoko North,1
The Wharves,One Tree Hill,1
Punggol Town Centre,East Coast,1
Nature Reserve,Ulu Pandan,11
Fort Canning,Woodlands East,38
Balestier,Fajar,25
Hougang West,Lorong Ah Soo,222
Woodlands East,Kampong Java,87
Bugis,National University of S'pore,40
Lorong Halus,Geylang Bahru,7
Kent Ridge,Dover,23
Henderson Hill,Pasir Ris Central,6
Senoko South,Loyang West,9
Anchorvale,Pasir Panjang 2,14
Boat Quay,Chatsworth,13
Shipyard,Boon Lay Place,25
Taman Jurong,Swiss Club,25
Pearl's Hill,Woodlands East,93
Gali Batu,Woodlands East,49
Marine Parade,Somerset,40
Rivervale,Yishun West,53
Potong Pasir,Lavender,91
Balestier,Shangri-La,65
Marina Centre,Senoko West,13
North Coast,Holland Drive,26
Clementi Central,Pang Sua,7
Central Subzone,Toa Payoh Central,59
Bedok North,Everton Park,39
Yishun East,Boulevard,94
Lorong Ah Soo,Hong Kah,13
One Tree Hill,Faber,3
Telok Blangah Drive,Pearl's Hill,56
Jurong Gateway,Somerset,29
Choa Chu Kang North,Tanglin Halt,23
Khatib,Raffles Place,86
Toh Guan,Dhoby Ghaut,16
Hillcrest,National University of S'pore,17
Jelebu,Hong Kah,34
Straits View,Boulevard,6
Bugis,One North,31
Loyang West,Bedok North,87
Yio Chu Kang West,Somerset,23
Peng Siang,Choa Chu Kang North,65
Toa Payoh Central,Alexandra North,7
Everton Park,Bugis,15
North Coast,Tyersall,28
Tai Seng,Pulau Punggol Timor,9
Hillcrest,One North,42
Taman Jurong,Yunnan,148
Balestier,Telok Blangah Drive,49
Ghim Moh,Coronation Road,14
National University of S'pore,Raffles Place,33
Boon Teck,Kembangan,20
Serangoon North Ind Estate,One North,6
Yio Chu Kang,Tengeh,2
Woodlands East,Kranji,93
Bishan East,Yishun South,55
Robertson Quay,Tiong Bahru Station,15
Bedok Reservoir,Pasir Ris Park,8
Somerset,North Coast,51
Hillview,Gombak,31
Tampines North,Yishun East,27
Kovan,Woodlands West,5
Maritime Square,Clarke Quay,53
Tanjong Pagar,National University of S'pore,12
Balestier,Hillview,36
Punggol Field,Dhoby Ghaut,44
Gul Basin,Taman Jurong,45
Keat Hong,Tuas North,20
Kim Keat,Lorong Ah Soo,10
Bendemeer,Tampines West,144
Balestier,Bukit Ho Swee,52
Bencoolen,Cairnhill,10
Northland,Central Subzone,21
Boat Quay,Choa Chu Kang North,10
Mandai West,Woodlands South,23
Kaki Bukit,Lorong Halus,18
Turf Club,Teck Whye,12
Waterway East,Hillview,7
National University of S'pore,Aljunied,69
Telok Blangah Way,Telok Blangah Drive,9
Senoko North,Lower Seletar,9
Woodgrove,Serangoon Garden,37
Xilin,Dhoby Ghaut,33
Townsville,Tagore,23
Trafalgar,Little India,21
Hougang West,Lavender,63
Senja,Tagore,12
Choa Chu Kang Central,Fajar,53
Marina Centre,Cairnhill,13
Serangoon Garden,Farrer Park,88
Kallang Bahru,Serangoon Central,77
City Terminals,Bayfront Subzone,20
Woodgrove,Alexandra Hill,41
Yio Chu Kang,Little India,17
Marina South,Telok Blangah Drive,8
Benoi Sector,Western Water Catchment,27
Port,Farrer Park,33
Trafalgar,Yio Chu Kang West,44
The Wharves,Sembawang East,4
Yio Chu Kang West,Istana Negara,5
Tuas Promenade,Benoi Sector,73
Woodlands South,Jurong Island and Bukom,20
Ridout,Redhill,48
Paya Lebar East,Tengeh,1
Somerset,Simei,60
Sunset Way,Clementi North,60
Dairy Farm,Reservoir View,7
Lakeside,Tuas View Extension,16
Changi Airport,Hong Kah,59
Singapore General Hospital,Kaki Bukit,55
Yishun South,Ulu Pandan,7
Serangoon Central,Teban Gardens,11
Woodlands West,Kallang Way,29
Anak Bukit,Balestier,73
Leonie Hill,Moulmein,6
Sembawang North,Jurong River,6
Yishun South,Matilda,29
Potong Pasir,Kaki Bukit,51
Redhill,Kovan,4
Simei,Northshore,7
Yio Chu Kang East,Clarke Quay,12
Hougang East,Chong Boon,18
Anak Bukit,Central Water Catchment,32
Tanglin Halt,Henderson Hill,16
Dairy Farm,Ulu Pandan,6
Pulau Punggol Timor,Central Water Catchment,29
Tai Seng,Toa Payoh Central,86
Braddell,Townsville,36
Somerset,Mandai East,12
Cecil,Kampong Bugis,3
Faber,Ghim Moh,12
Lavender,Peng Siang,17
Institution Hill,Upper Thomson,11
Upper Paya Lebar,Holland Road,3
Kebun Bahru,Coronation Road,3
Hougang Central,Swiss Club,13
Chinatown,Paterson,2
Tampines East,Plab,17
Marina East,Tanjong Rhu,16
Loyang East,Bedok Reservoir,5
Kallang Way,Yio Chu Kang,11
Tanjong Pagar,Lower Seletar,8
Bukit Ho Swee,Yishun West,20
Anson,Guilin,6
Chinatown,Pasir Ris Central,16
Yishun West,Cecil,30
Khatib,Aljunied,44
Woodlands Regional Centre,Robertson Quay,4
Clementi North,Serangoon Garden,14
Joo Seng,Sembawang North,17
Peng Siang,Kranji,10
Bukit Batok West,Cairnhill,4
Alexandra North,Coronation Road,1
Clementi Central,Senja,14
Anak Bukit,Midview,24
Aljunied,Oxley,11
Trafalgar,Marine Parade,22
Shangri-La,Gali Batu,6
Khatib,Paya Lebar North,9
Mount Pleasant,Goodwood Park,19
Bukit Batok East,Tukang,4
Boat Quay,Kebun Bahru,8
Kovan,Senoko South,14
Waterway East,Bukit Ho Swee,11
Kallang Way,Bidadari,6
Lorong 8 Toa Payoh,Plab,4
Nassim,Paterson,2
Paya Lebar West,Kampong Bugis,2
Liu Fang,Serangoon Garden,8
Bukit Batok West,Coronation Road,6
Tyersall,Jurong Gateway,23
Institution Hill,Bedok North,11
Clementi North,Alexandra Hill,57
Pandan,Mandai East,2
Keat Hong,Redhill,13
Midview,Clarke Quay,9
Pasir Ris West,Little India,4
Boat Quay,Kampong Java,19
Geylang Bahru,Cairnhill,9
Institution Hill,Rochor Canal,6
Victoria,Bukit Merah,17
Everton Park,Chin Bee,4
Kallang Way,Toa Payoh West,11
Yishun East,Woodgrove,46
Pioneer Sector,Jurong West Central,180
Shangri-La,Changi Airport,27
Newton Circus,Kovan,5
Goodwood Park,Pearl's Hill,6
Tiong Bahru Station,Pasir Ris West,6
Sembawang Springs,Tuas North,4
Mandai East,Bedok South,7
Bukit Batok South,Gul Circle,25
Rivervale,Loyang East,4
Wenya,Yuhua West,39
Clifford Pier,Xilin,4
Chong Boon,Farrer Park,36
Sembawang Hills,Marymount,6
Woodlands East,Chatsworth,27
Serangoon Garden,Newton Circus,21
Tampines West,Dairy Farm,9
Cairnhill,Lavender,18
Marine Parade,Serangoon North Ind Estate,2
Kampong Tiong Bahru,Kampong Ubi,15
Bishan East,Telok Blangah Way,4
Nature Reserve,Reservoir View,15
Balestier,Clementi West,16
Cairnhill,Kaki Bukit,23
Fort Canning,Ang Mo Kio Town Centre,10
Kampong Bugis,Kembangan,10
Moulmein,Tuas View Extension,2
Wenya,Henderson Hill,5
Margaret Drive,Lorong Chuan,7
North Coast,Commonwealth,14
Jurong West Central,Holland Road,51
Yuhua West,Toa Payoh Central,24
Depot Road,National University of S'pore,17
Sembawang Central,Little India,7
Telok Blangah Rise,Kallang Bahru,6
Pasir Ris Park,Kallang Bahru,9
Bras Basah,Chin Bee,6
Joo Koon,Farrer Park,16
Jurong West Central,Bedok South,37
Hillview,Serangoon North,1
Upper Paya Lebar,Bedok South,16
Nassim,Katong,12
Marina Centre,Coronation Road,15
Nature Reserve,Senoko West,6
Clifford Pier,Hougang West,1
Gul Circle,Safti,11
Pei Chun,Yishun Central,3
Swiss Club,Tampines North,6
Clementi West,Turf Club,9
Bukit Batok West,Senoko West,10
Farrer Park,Clementi Woods,13
Punggol Town Centre,Compassvale,11
Chong Boon,Newton Circus,21
Marymount,Mei Chin,10
Anchorvale,Tampines North,23
Pei Chun,Balestier,56
Kampong Ubi,Tagore,18
Waterway East,Clementi West,1
Farrer Court,Telok Blangah Drive,5
Woodleigh,Bayshore,4
Paterson,Maritime Square,6
Clementi West,Yishun West,7
Phillip,Cheng San,11
Depot Road,One North,14
Toh Tuck,Mei Chin,8
Geylang Bahru,Shipyard,1
Tiong Bahru Station,Tampines North,8
Tampines East,Tiong Bahru,27
Braddell,Jurong West Central,20
Yio Chu Kang North,Marymount,5
Lorong Ah Soo,Bukit Merah,14
Geylang Bahru,Lorong Chuan,12
Swiss Club,Pasir Panjang 2,7
Leedon Park,Holland Road,32
Bencoolen,Coronation Road,18
Sennett,Sembawang North,8
Fort Canning,Pei Chun,14
Pei Chun,Central Water Catchment,4
Kampong Glam,Bayfront Subzone,2
Kranji,Punggol Field,9
Hougang Central,Leedon Park,6
Wenya,Victoria,5
Taman Jurong,Leedon Park,6
City Hall,Lower Seletar,18
Pioneer Sector,Port,5
Kampong Bugis,Clarke Quay,1
Bayfront Subzone,Wenya,3
Pandan,Benoi Sector,12
Pasir Ris West,Tengeh,2
Changi Airport,Bukit Merah,18
Pei Chun,Midview,5
Sengkang Town Centre,Kim Keat,8
Matilda,Fort Canning,18
Tiong Bahru,Marymount,9
Paya Lebar East,Little India,6
Safti,Jurong Port,1
Kebun Bahru,Cairnhill,6
Bukit Merah,East Coast,5
Senoko West,Kaki Bukit,18
Jurong Port,Lavender,2
Ulu Pandan,Turf Club,4
Katong,Bukit Batok West,2
Istana Negara,North Coast,6
Kallang Way,Seletar,6
Anak Bukit,Yishun Central,7
Toa Payoh West,Everton Park,4
Kim Keat,Lavender,15
Kallang Way,Singapore Polytechnic,10
The Wharves,Bedok South,3
Queensway,Joo Koon,3
Crawford,Sunset Way,2
Mackenzie,Katong,2
Woodgrove,Upper Paya Lebar,2
Tanglin Halt,Yuhua West,12
Central Subzone,Greenwood Park,1
Tanjong Pagar,Institution Hill,5
Braddell,Port,7
Sembawang North,Gul Basin,2
Bayshore,Ulu Pandan,4
Mandai East,Holland Road,7
Northshore,Nee Soon,4
Kranji,Singapore General Hospital,6
Hong Kah,Springleaf,5
Gul Circle,Kent Ridge,5
Reservoir View,Bukit Batok South,13
City Hall,Institution Hill,19
Kent Ridge,Macpherson,5
Marymount,Admiralty,5
Telok Blangah Way,Bukit Ho Swee,6
Phillip,Saujana,3
Tai Seng,Paya Lebar West,6
Choa Chu Kang North,Changi Bay,1
Hougang West,One Tree Hill,3
Chatsworth,Lakeside,1
Telok Blangah Way,Hillview,6
West Coast,Compassvale,1
Ghim Moh,Cairnhill,2
Western Water Catchment,Tiong Bahru,10
Tanglin Halt,Victoria,10
Chatsworth,Kembangan,7
Straits View,Hougang Central,2
Jurong Port,Lorong Ah Soo,3
Northland,Mountbatten,8
Tanglin,Pasir Panjang 2,4
Holland Road,Punggol Town Centre,1
Gombak,Teban Gardens,6
Peng Siang,Kampong Java,10
Anak Bukit,Pasir Ris Wafer Fab Park,3
Telok Blangah Way,Clementi West,3
Bukit Batok East,Lorong 8 Toa Payoh,3
Marina East (MP),City Terminals,1
Kampong Tiong Bahru,Yunnan,4
Boulevard,Joo Koon,1
Yuhua West,Pulau Punggol Timor,2
Kembangan,Pasir Panjang 1,12
Bukit Merah,Clifford Pier,3
The Wharves,Holland Road,2
Clementi North,Upper Paya Lebar,3
Pei Chun,Margaret Drive,3
Queensway,Bukit Batok East,3
Pei Chun,Seletar Aerospace Park,4
Waterway East,Fajar,5
Mount Emily,Tanjong Rhu,5
Samulun,Chin Bee,8
Teck Whye,Bayshore,1
Somerset,Orange Grove,7
Peng Siang,Dunearn,7
Farrer Court,Shangri-La,3
National University of S'pore,Paya Lebar North,1
Matilda,Gombak,2
Yuhua East,Tanjong Rhu,1
Mount Pleasant,Toh Guan,8
Tiong Bahru,Monk's Hill,2
Pasir Ris West,Tuas Bay,1
Liu Fang,Alexandra Hill,7
Tuas Promenade,Mandai East,2
Sembawang East,Straits View,1
Jurong West Central,Sembawang East,2
Kebun Bahru,Shipyard,1
Lorong Halus North,Faber,1
Pioneer Sector,Townsville,3
Western Water Catchment,West Coast,5
Teban Gardens,Bayfront Subzone,4
Faber,Safti,1
Hillview,Fort Canning,11
Straits View,Woodgrove,4
Jurong Port,One Tree Hill,1
Woodleigh,East Coast,3
Pulau Punggol Timor,Balestier,7
Changi Bay,Cheng San,1
Peng Siang,Kebun Bahru,4
Dairy Farm,Matilda,2
Changi Point,Khatib,1
Hougang Central,Yunnan,5
Senoko North,Institution Hill,2
Henderson Hill,Paterson,1
Lorong Halus North,Greenwood Park,1
Benoi Sector,Northshore,2
Crawford,Marina East,3
Serangoon North Ind Estate,Keat Hong,2
Marina South,Shangri-La,1
Sungei Road,Boat Quay,1
Safti,Rivervale,2
Nature Reserve,Matilda,1
Oxley,Robertson Quay,2
Kampong Tiong Bahru,Swiss Club,1
Peng Siang,Chatsworth,4
Sennett,Commonwealth,1
Istana Negara,Benoi Sector,2
Teck Whye,East Coast,1
Commonwealth,Gul Basin,2
Paterson,Alexandra North,3
Yishun East,Kampong Tiong Bahru,2
Alexandra North,Cairnhill,2
Sentosa,Phillip,1
Yishun South,Reservoir View,5
Safti,Changi Bay,1
Sembawang East,Jurong Gateway,2
International Business Park,Loyang East,1
Greenwood Park,Bayfront Subzone,2
Bayshore,Matilda,4
Woodlands West,Tanglin,3
Sembawang Hills,Tuas Promenade,2
Clementi West,Loyang East,1
Straits View,Kampong Tiong Bahru,1
Clementi Woods,Liu Fang,2
Sennett,Tyersall,1
Sembawang Springs,Redhill,1
Hong Kah,Telok Blangah Way,2
Serangoon North Ind Estate,The Wharves,1
Bukit Batok Central,Woodleigh,2
Macpherson,Lorong Halus North,2
East Coast,Singapore General Hospital,1
Pang Sua,Northshore,1
West Coast,Changi Point,1
Tyersall,Yio Chu Kang North,1
Leonie Hill,Woodlands South,1
Hillcrest,The Wharves,1
Loyang West,Rochor Canal,3
Brickworks,Tyersall,1
Pulau Punggol Timor,Yishun Central,1
Pulau Punggol Timor,Margaret Drive,1
Cecil,Sembawang Straits,1
Kampong Tiong Bahru,Brickworks,1
Lorong Halus,Sengkang West,1
Kim Keat,One Tree Hill,1
Tiong Bahru,Queensway,1
Alexandra Hill,Paya Lebar East,1
Mandai West,Moulmein,1
Lim Chu Kang,Bukit Merah,1
Shipyard,Victoria,1
Yuhua West,Paya Lebar West,1
Pasir Ris West,Sunset Way,1
Yunnan,North Coast,45
Central Water Catchment,Pearl's Hill,10
Woodgrove,Bukit Merah,9
Lorong Chuan,Bidadari,4
Matilda,Trafalgar,150
Dunearn,One Tree Hill,17
Yunnan,Benoi Sector,165
Sengkang Town Centre,Pearl's Hill,135
Punggol Field,Western Water Catchment,25
Pearl's Hill,Farrer Court,8
Bayshore,Loyang East,5
Woodlands Regional Centre,Yishun East,93
Rivervale,Raffles Place,99
Bedok North,Xilin,742
Kampong Ubi,Ridout,18
Simei,Kampong Ubi,165
Cecil,Boulevard,49
Nassim,Margaret Drive,48
Victoria,Chatsworth,22
Ridout,Alexandra Hill,77
Woodlands South,Sembawang Central,61
Margaret Drive,Lavender,20
Reservoir View,Commonwealth,2
Yunnan,Simei,30
Woodlands West,Lorong Halus,8
Yishun South,Yishun West,166
Bukit Batok South,Sengkang Town Centre,22
Geylang East,Pasir Ris Central,150
Tuas View,Xilin,10
Bedok North,Kembangan,379
Bukit Batok Central,Sentosa,16
Kampong Ubi,Chong Boon,121
Kampong Ubi,Anchorvale,78
Teban Gardens,Senoko South,17
Holland Road,Ulu Pandan,88
Kaki Bukit,Yishun South,45
Yio Chu Kang West,Yishun East,30
Maritime Square,Dhoby Ghaut,93
Yunnan,Mandai East,5
Paya Lebar North,Hougang West,17
Lorong 8 Toa Payoh,Kallang Bahru,43
Tagore,Reservoir View,9
Gali Batu,Choa Chu Kang Central,89
Seletar Hills,Serangoon North Ind Estate,46
Moulmein,Lorong 8 Toa Payoh,19
Saujana,Bukit Batok West,17
Bendemeer,Marina Centre,90
Fernvale,Waterway East,57
Kampong Ubi,Changi West,23
Jelebu,Kranji,18
Braddell,Tampines West,37
Leedon Park,Mei Chin,23
Marymount,Seletar Hills,16
Kaki Bukit,Mount Pleasant,15
Pasir Ris Drive,Maritime Square,38
Rivervale,Aljunied,124
International Business Park,Aljunied,27
Tampines East,Kallang Bahru,158
Telok Blangah Way,Chinatown,14
Anchorvale,Serangoon Garden,49
Changi Airport,Kampong Java,51
Telok Blangah Rise,Bukit Batok South,5
Cecil,Woodgrove,13
Woodlands East,Toh Tuck,57
Joo Seng,One North,67
Victoria,Kampong Java,41
Lorong Ah Soo,Kampong Java,29
Toh Tuck,Anak Bukit,70
Balestier,Chinatown,71
Chin Bee,Peng Siang,10
Somerset,Woodlands East,130
Clementi North,Hong Kah,58
Yew Tee,West Coast,4
Swiss Club,Orange Grove,14
Changi Airport,Kranji,82
Lim Chu Kang,Kranji,46
Upper Thomson,Penjuru Crescent,3
One North,Simei,38
Tanjong Pagar,Siglap,4
International Business Park,Raffles Place,22
Sentosa,Serangoon Central,45
Tiong Bahru Station,Serangoon Garden,13
Tiong Bahru,Marine Parade,10
Farrer Park,Potong Pasir,91
Toa Payoh Central,Hougang East,23
Safti,Fort Canning,1
Tanjong Pagar,City Terminals,5
Toa Payoh Central,Marymount,145
Istana Negara,Woodlands East,18
City Terminals,Woodlands West,12
Yuhua West,Nature Reserve,7
Cheng San,Midview,21
Wenya,Upper Thomson,12
Boulevard,Peng Siang,28
Pasir Ris Park,Frankel,10
Hong Kah North,Balestier,42
Trafalgar,Moulmein,53
Cheng San,Balestier,91
Compassvale,Toa Payoh Central,35
Kebun Bahru,Changi Airport,40
Tuas Promenade,Bishan East,9
Joo Seng,National University of S'pore,30
Changi West,Chong Boon,10
Boon Teck,Dhoby Ghaut,13
Lorong Ah Soo,Chatsworth,8
Bukit Batok East,Tanglin,5
Tiong Bahru,Yio Chu Kang West,8
Pasir Panjang 1,Bayfront Subzone,9
Waterway East,Central Subzone,40
Midview,Dhoby Ghaut,25
Changi West,Changi West,42
Hong Kah North,Midview,16
Pioneer Sector,Tampines West,4
City Hall,City Terminals,19
Telok Blangah Way,Central Subzone,10
Pandan,Woodlands East,20
Fort Canning,Bencoolen,13
Upper Thomson,Guilin,17
Mackenzie,Central Water Catchment,20
Boon Lay Place,Balestier,28
Yio Chu Kang,Woodlands South,35
Pei Chun,Pioneer Sector,3
Kembangan,Pasir Panjang 2,13
Tuas View,Hougang West,8
Ulu Pandan,Newton Circus,2
Kian Teck,Toa Payoh Central,16
Bugis,Bedok Reservoir,21
West Coast,Nee Soon,6
Guilin,Tukang,10
Lorong Ah Soo,Kranji,6
The Wharves,Admiralty,39
Commonwealth,International Business Park,9
Margaret Drive,Lorong Ah Soo,12
Coronation Road,Western Water Catchment,8
Woodlands South,Western Water Catchment,48
Tuas View,Lakeside,31
Sembawang Central,Moulmein,34
Cheng San,Central Water Catchment,7
Frankel,Marina South,14
Port,Tiong Bahru Station,10
Aljunied,Guilin,35
North Coast,Lower Seletar,51
Cheng San,Yishun Central,22
Bencoolen,Changi Airport,27
Faber,Braddell,4
Potong Pasir,Crawford,20
Woodgrove,Hong Kah,29
City Hall,Siglap,18
Potong Pasir,Maxwell,2
Greenwood Park,Woodlands West,36
Changi Airport,Chatsworth,25
Lavender,Geylang Bahru,81
Townsville,Anchorvale,21
Choa Chu Kang North,Gombak,18
Victoria,Dunearn,2
Little India,Tiong Bahru,11
Benoi Sector,Bukit Batok East,7
Clementi West,Aljunied,24
Bukit Batok South,Dairy Farm,21
Sembawang Hills,Woodlands Regional Centre,6
Jurong Island and Bukom,Ghim Moh,9
Woodlands Regional Centre,Clementi Woods,6
Lorong Chuan,Singapore Polytechnic,13
Hillview,Trafalgar,7
Marymount,Boat Quay,16
Central Subzone,Nature Reserve,11
Choa Chu Kang Central,Central Subzone,20
Clementi Woods,Gul Basin,4
Reservoir View,Sembawang North,27
Bukit Ho Swee,Aljunied,44
Clementi North,Bukit Merah,18
Mackenzie,Balestier,54
Pang Sua,Bukit Batok East,1
Lorong Chuan,Tampines East,49
Kampong Java,Lim Chu Kang,2
Crawford,Kim Keat,3
Tuas View Extension,Bukit Batok West,14
Ghim Moh,Changi Airport,17
Mountbatten,Marina South,24
Mei Chin,Yunnan,12
Fort Canning,Boon Teck,5
Sembawang Central,Woodlands South,81
Toa Payoh West,Kembangan,9
One North,North Coast,53
Pei Chun,Hougang Central,6
Dhoby Ghaut,Bayfront Subzone,23
Tengeh,Yew Tee,9
Yishun West,Bayshore,10
Kent Ridge,Jelebu,9
Compassvale,Paya Lebar West,9
Mackenzie,Yishun Central,5
Bedok South,International Business Park,11
Boon Lay Place,Anson,9
Bencoolen,Gali Batu,21
Simei,Bukit Batok East,4
Kovan,Little India,9
Bangkit,Toa Payoh Central,23
Jurong River,Everton Park,15
Rivervale,Paya Lebar North,72
Admiralty,Brickworks,1
Mei Chin,Swiss Club,9
Dunearn,Lavender,4
Springleaf,Yuhua West,3
Farrer Court,Chinatown,8
Choa Chu Kang Central,Mountbatten,5
Nature Reserve,Yishun West,10
Toa Payoh Central,Queensway,5
Marina South,Chinatown,9
One North,Benoi Sector,15
Boon Lay Place,Yishun Central,3
Hong Kah North,Central Water Catchment,10
Punggol Town Centre,Airport Road,1
Hougang West,Holland Road,11
Victoria,Choa Chu Kang North,13
Upper Paya Lebar,Tiong Bahru Station,6
Mei Chin,Leedon Park,19
Tanjong Rhu,Anak Bukit,15
Holland Road,Matilda,10
Gombak,Safti,2
Plab,Tiong Bahru,2
Pulau Punggol Timor,Hougang Central,2
West Coast,Boon Keng,2
Chong Boon,Tiong Bahru Station,19
Anak Bukit,Pioneer Sector,10
Greenwood Park,Monk's Hill,1
Guilin,Lorong 8 Toa Payoh,5
Tai Seng,Nature Reserve,9
Teban Gardens,Woodlands West,7
Pasir Ris Park,Fernvale,5
Geylang Bahru,Changi Airport,40
Nassim,Kampong Bugis,6
Margaret Drive,Mackenzie,11
Reservoir View,Tyersall,5
Holland Drive,Hougang West,8
Seletar Hills,Somerset,12
Yishun East,Clementi Woods,4
Ulu Pandan,Farrer Park,8
Saujana,Anson,4
Jurong Gateway,Yishun East,30
Cairnhill,Crawford,9
Yio Chu Kang East,Dhoby Ghaut,19
Liu Fang,Hong Kah,51
Gombak,Kent Ridge,2
Airport Road,Yishun East,3
Admiralty,Kampong Ubi,20
Yio Chu Kang North,Marine Parade,1
Marina Centre,Turf Club,4
Clementi West,Farrer Park,13
Sembawang East,Fajar,2
Bangkit,Pulau Punggol Timor,2
Swiss Club,Simei,24
Tanglin,Simei,3
Hong Kah North,Margaret Drive,16
Lorong Halus,Tanjong Pagar,4
Tampines West,Clementi North,15
Pearl's Hill,Choa Chu Kang Central,18
Townsville,Chong Boon,23
Margaret Drive,One Tree Hill,8
Mandai East,Mei Chin,5
Fort Canning,Yio Chu Kang East,8
Cheng San,Pasir Ris Wafer Fab Park,6
Redhill,Tanglin Halt,13
Mackenzie,Margaret Drive,3
North-Eastern Islands,Northland,2
Malcolm,Bendemeer,7
Tanglin,North Coast,5
Tanglin Halt,Upper Thomson,17
Tagore,Matilda,6
Istana Negara,Pei Chun,1
Tuas Promenade,Woodlands East,24
Chatsworth,Dhoby Ghaut,23
Mackenzie,Midview,19
Holland Road,Reservoir View,8
Boon Lay Place,Malcolm,6
Clarke Quay,Redhill,14
Kranji,Pasir Panjang 1,5
Telok Blangah Rise,Frankel,9
Bukit Batok South,Telok Blangah Rise,3
Bukit Ho Swee,Newton Circus,9
Seletar Aerospace Park,Bukit Batok Central,6
Pandan,Bishan East,9
Senoko North,City Terminals,5
Lim Chu Kang,Kampong Java,2
Kebun Bahru,Gali Batu,7
Alexandra North,Mackenzie,1
Trafalgar,Woodlands South,21
Springleaf,Bendemeer,4
Tuas Bay,Yishun East,2
Redhill,Rivervale,5
People's Park,Everton Park,5
Bukit Batok East,Kallang Way,9
Paya Lebar East,Woodlands South,8
Bukit Merah,Liu Fang,1
Loyang West,Defu Industrial Park,4
Senja,Changi West,7
Aljunied,Penjuru Crescent,15
Clarke Quay,Pasir Ris West,6
Paya Lebar North,Xilin,17
Dairy Farm,Yishun West,7
Nassim,Seletar Aerospace Park,6
Bukit Batok South,Leonie Hill,3
Dunearn,Lorong Ah Soo,10
Nassim,Sembawang Straits,4
Macpherson,Tagore,13
Boon Lay Place,Pasir Ris Wafer Fab Park,2
Paya Lebar East,Moulmein,7
Anson,Boon Lay Place,3
Nature Reserve,Turf Club,5
Simei,Brickworks,3
City Hall,Lorong Halus,5
